anio_acci,nro_acci,fecha,desc_dia,fecha_aprox,hora_aprox,desc_ruta,km,cant_participantes,desc_participante,calle_avenida_km,total,heridos_leves,heridos_graves,heridos_gravisimos,ilesos,fallecidos,sin_datos,posicion_XY,desc_tipo_via,desc_ruta_ori,desc_loc,desc_dpto,desc_tipo_calzada,desc_tipo_banquina,desc_unidad_regional,desc_lugar_calzada,desc_zona,desc_prioridad,desc_estado_semaforo,desc_lugar_via,desc_estado_via,desc_estado_visibilidad,desc_luminosidad,desc_estado_clima,desc_tipo_colision,desc_tipo_atropello,desc_tipo_hecho,desc_pres_calzada,desc_senializacion,desc_separacion_via,desc_restriccion,forma_geocod,calle_lista,numero_calles,calles_osm,lat,lon,index_right,gid,fna,gna,nam,in1,fdc,sag
2014,836,2014-01-18,Sabado,0.0,14:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Pje. Colegiales Y Pueyrredon,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,S/D,No existe,S/D,Bueno,Buena,Diurna,Buen Tiempo,De alcance,S/D,Colisión,S/D,S/D,S/D,Sin restricción,POINT (-60.66837900000001 -32.9865348),"['Colegiales', 'Pueyrredón']",2,Colegiales; Pueyrredón,-32.9865348,-60.66837900000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,837,2014-01-10,Viernes,0.0,18:35:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Entre Rios ,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,S/D,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.9634672, -60.6453505",['Entre Ríos'],1,Entre Ríos,-32.9634672,-60.6453505,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,838,2014-01-10,Viernes,0.0,17:30:00,,0.0,2,"Pickup/Utilitario,Moto/Ciclomotor",Lamadrid Y Av. Corrientes,3,2,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,POINT (-60.653511200000004 -32.99723920000001),"['Lamadrid', 'Corrientes']",2,Gregorio Aráoz de Lamadrid; Corrientes,-32.99723920000001,-60.6535112,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,839,2014-01-17,Viernes,0.0,11:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",San Martin Y Anchorena,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,S/D,S/D,Recta,Bueno,Buena,Diurna,Buen Tiempo,De alcance,S/D,Colisión,S/D,S/D,S/D,Sin restricción,POINT (-60.648236499999996 -32.99777095),"['San Martin', 'Anchorena']",2,José de San Martín; Tomás de Anchorena,-32.99777095,-60.6482365,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,840,2014-01-17,Viernes,0.0,08:15:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Pje. Labroca Y Balcarce,3,2,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,De alcance,S/D,Colisión,S/D,S/D,S/D,Sin restricción,POINT (-60.658838 -32.97146519999999),"['La Broca', 'Balcarce']",2,La Broca; Balcarce,-32.97146519999999,-60.658838,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,841,2014-01-09,Jueves,0.0,17:55:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Dorrego Y Milan,3,2,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,I,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Frontal,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,POINT (-60.6603623 -32.98856709999998),"['Dorrego', 'Milán']",2,Manuel Dorrego; Milán,-32.98856709999998,-60.6603623,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,842,2014-01-08,Miercoles,0.0,15:30:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Av. Corrientes Y Milan,3,1,0,0,2,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,S/D,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,POINT (-60.6534523 -32.9898194),"['Corrientes', 'Milán']",2,Corrientes; Milán,-32.9898194,-60.6534523,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,843,2014-01-16,Jueves,0.0,19:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",San Martin Y Sanchez de Bustamante,4,3,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Atardecer,Buen Tiempo,De alcance,S/D,Colisión,S/D,Vertical,S/D,Sin restricción,POINT (-60.64913584999999 -33.0020069),"['San Martin', 'Sánchez de Bustamante']",2,José de San Martín; Sánchez de Bustamante,-33.0020069,-60.64913584999999,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,844,2014-01-07,Martes,0.0,21:50:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",Av. Uriburu Y San Martin,3,3,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,S/D,Funciona,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,POINT (-60.646703949999996 -32.99069289999999),"['Uriburu', 'San Martin']",2,Avenida José Uriburu; José de San Martín,-32.99069289999999,-60.64670395,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,845,2014-01-03,Viernes,0.0,22:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Bv. Segui Y L.N.Alem,3,2,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Marca Vial,No existe,Intersección,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,Lateral,S/D,Colisión,S/D,Vertical,Línea divisoria pintada,Sin restricción,POINT (-60.63650380000001 -32.980857400000005),"['Bulevar Juan Francisco Seguí', 'Alem']",2,Bulevar Juan Francisco Seguí; Leandro N. Alem,-32.980857400000005,-60.63650380000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,846,2014-01-14,Martes,0.0,19:50:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Mitre Y Juan Canals,4,2,0,0,2,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,S/D,Sin restricción,POINT (-60.6503964 -32.989158200000006),"['Mitre', 'Juan Canals']",2,Bartolomé Mitre; Juan Canals,-32.989158200000006,-60.6503964,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,847,2014-01-07,Martes,0.0,14:00:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Bv. Segui 2100,3,2,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.9764067, -60.6603702",['Bulevar Juan Francisco Seguí 2100'],1,Bulevar Juan Francisco Seguí 2100,-32.9764067,-60.6603702,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,848,2014-01-16,Jueves,0.0,08:15:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Italia Y Uruguay,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,S/D,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,S/D,S/D,Sin restricción,POINT (-60.6555142 -32.975070099999996),"['Italia', 'Uruguay']",2,Italia; Uruguay,-32.9750701,-60.6555142,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,850,2014-01-26,Domingo,0.0,06:10:00,,0.0,2,"Automóvil,Automóvil",Ayacucho Y Pje. 525,4,2,0,0,2,0,0,,S/D,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,S/D,Ninguna,No existe,Intersección,S/D,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,S/D,Ninguna,Sin restricción,POINT (-60.6356811 -33.011254),"['Ayacucho', 'Pasaje 525']",2,Ayacucho; Pasaje 525,-33.011254,-60.6356811,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,851,2014-01-13,Lunes,0.0,17:40:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",Mariano Cabal Bis Y Pje. Franklin,2,0,1,0,0,0,1,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Colisión,S/D,Faltante,S/D,Sin restricción,POINT (-60.70271795 -32.9175732),"['Mariano Cabal', 'Franklin']",2,Mariano Cabal; Franklin,-32.9175732,-60.70271795,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,852,2014-01-15,Miercoles,0.0,,,0.0,2,"Moto/Ciclomotor,Peatón",Balcarce Y Av. Pellegrini,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,S/D,Funciona,Intersección,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D,Vertical,S/D,S/D,POINT (-60.6546869 -32.954829399999994),"['Balcarce', 'Pellegrini']",2,Balcarce; Avenida Carlos Pellegrini,-32.954829399999994,-60.6546869,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,853,2014-01-09,Jueves,0.0,16:39:00,,0.0,2,"Moto/Ciclomotor,Pickup/Utilitario",G.Carrasco Y Pje. San Cristobal Bis,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,Ninguna,S/D,Intersección,Bueno,S/D,S/D,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,Ninguna,Sin restricción,POINT (-60.6780678 -32.92001390000001),"['Carrasco', 'San Cristobal']",2,Omar Carrasco; San Cristobal,-32.92001390000001,-60.6780678,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,854,2014-01-26,Domingo,0.0,,,0.0,2,"Automóvil,Moto/Ciclomotor",Entre Rios Y Bv. Segui,6,3,0,0,3,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,S/D,S/D,Intersección,Bueno,Buena,S/D,Buen Tiempo,De alcance,S/D,Colisión,S/D,S/D,S/D,Sin restricción,POINT (-60.6491681 -32.97857979999999),"['Entre Ríos', 'Bulevar Juan Francisco Seguí']",2,Entre Ríos; Bulevar Juan Francisco Seguí,-32.97857979999999,-60.6491681,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,855,2014-01-23,Jueves,0.0,20:20:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Ayacucho Y Reg.11 de Infanteria,3,1,0,0,2,0,0,,S/D,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,S/D,Señal Pare,No existe,Intersección,Bueno,S/D,Diurna,S/D,Lateral,S/D,Colisión,S/D,"Horizontal,Vertical",Línea divisoria pintada,Sin restricción,POINT (-60.6364342 -32.9984412),"['Ayacucho', 'Regimiento 11']",2,Ayacucho; Regimiento 11,-32.9984412,-60.6364342,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,856,2014-01-08,Miercoles,0.0,,,0.0,2,"Moto/Ciclomotor,Automóvil",Mariano Cabal Bis Y J.J.Paso,3,1,0,0,2,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,Pavimento,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,Otro,S/D,Otro,Ninguna,Faltante,Ninguna,Sin restricción,POINT (-60.70262830000001 -32.9199263),"['Mariano Cabal', 'Paso']",2,Mariano Cabal; Avenida Juan José Paso,-32.9199263,-60.70262830000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,857,2014-01-09,Jueves,0.0,06:50:00,,0.0,2,"Moto/Ciclomotor,Transporte de Pasajeros Urbano (> 8 asientos)",Pago Largo Y A.Maza,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,De alcance,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.691075000000005 -32.8790975),"['Pago Largo', 'Maza']",2,Pago Largo; Juan Agustín Maza,-32.8790975,-60.691075000000005,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,858,2014-01-12,Domingo,0.0,19:30:00,,0.0,2,"Automóvil,Moto/Ciclomotor",San Martin Y Ayolas,3,1,0,0,2,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,Frontal,S/D,Colisión,Agua,Faltante,Ninguna,Sin restricción,POINT (-60.644083949999995 -32.97709834999999),"['San Martin', 'Ayolas']",2,José de San Martín; Ayolas,-32.97709834999999,-60.64408395,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,859,2014-01-09,Jueves,0.0,14:00:00,,0.0,2,"Bicicleta,Automóvil",L.M.Drago Bis Y Jose Ingenieros,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,Ninguna,S/D,Intersección,Bueno,S/D,S/D,Buen Tiempo,S/D,S/D,Atropello,S/D,Faltante,S/D,Sin restricción,POINT (-60.67653500000001 -32.916055899999996),"['Drago', 'José Ingenieros']",2,Drago; José Ingenieros,-32.9160559,-60.67653500000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,860,2014-01-21,Martes,0.0,08:00:00,,0.0,2,"Automóvil,Automóvil",Leiva Y Sanchez de Bustamante,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,S/D,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,S/D,Ninguna,Sin restricción,POINT (-60.6379454 -33.00166550000001),"['Leiva', 'Sánchez de Bustamante']",2,Julián de Leiva; Sánchez de Bustamante,-33.00166550000001,-60.6379454,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,861,2014-01-10,Viernes,0.0,22:30:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Laprida Y Pte.Quintana,3,2,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,Pavimento,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Horizontal,Línea divisoria pintada,Sin restricción,POINT (-60.64329969999999 -32.9832303),"['Laprida', 'Quintana']",2,"('Francisco Narciso Laprida', 'Presidente Quintana')",-32.9832303,-60.64329969999999,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,862,2014-01-12,Domingo,0.0,,,0.0,2,"Bicicleta,Automóvil",J.J.Paso Y Colombia,2,1,0,0,0,0,1,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,S/D,S/D,Atropello,S/D,Faltante,S/D,Sin restricción,POINT (-60.7172427 -32.920386975),"['Paso', 'Colombia']",2,Avenida Juan José Paso; Colombia,-32.920386975,-60.7172427,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,863,2014-01-05,Domingo,0.0,22:20:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Av. Luis Carballo 300,3,1,0,0,2,0,0,,Avenida,,ROSARIO,Rosario,Hormigón,No existe,II,Dentro,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,Nocturna,Buen Tiempo,Contra objeto fijo,S/D,Colisión,S/D,Vertical,Cordón divisorio,Sin restricción,"-32.9221961, -60.6858644",['Luis Carballo 300'],1,Luis Carballo 300,-32.9221961,-60.6858644,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,864,2014-01-21,Martes,0.0,08:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Ayacucho 600,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,S/D,S/D,Recta,Bueno,S/D,S/D,S/D,De alcance,S/D,Colisión,S/D,S/D,Línea divisoria pintada,S/D,"-32.9627144, -60.6304919",['Ayacucho 600'],1,Ayacucho 600,-32.9627144,-60.6304919,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,865,2014-01-07,Martes,0.0,12:00:00,,0.0,2,"Taxi/Remis,Peatón",Dorrego Y Bv. Segui,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Atropello,Ninguna,Faltante,Ninguna,Sin restricción,POINT (-60.657444850000005 -32.97709334999999),"['Dorrego', 'Bulevar Juan Francisco Seguí']",2,Manuel Dorrego; Bulevar Juan Francisco Seguí,-32.97709334999999,-60.657444850000005,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,866,2014-01-19,Domingo,0.0,14:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Av. Circunvalacion Y Baigorria,3,1,1,0,1,0,0,,S/D,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,S/D,Ninguna,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,POINT (-60.719770260245994 -32.893468154963045),"['Circunvalacion', 'Baigorria']",2,Avenida de Circunvalación 25 de Mayo; Baigorria,-32.893468154963045,-60.719770260246,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,867,2014-01-06,Lunes,0.0,14:45:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Bv. Segui 1800,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.9772123, -60.6558436",['Bulevar Juan Francisco Seguí 1800'],1,Bulevar Juan Francisco Seguí 1800,-32.9772123,-60.6558436,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,868,2014-01-19,Domingo,0.0,05:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Av. Ntra.Sra.del Rosario Y Ayacucho,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Semáforo,Intermitente,Intersección,Bueno,Buena,Amanecer,S/D,Lateral,S/D,Colisión,S/D,S/D,Línea divisoria pintada,Sin restricción,POINT (-60.63633029999999 -32.99953090000001),"['Nuestra Señora del Rosario', 'Ayacucho']",2,Puente Nuestra Señora del Rosario; Ayacucho,-32.99953090000001,-60.63633029999999,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,871,2014-01-30,Jueves,0.0,11:45:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Entre Rios Y La Paz,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,S/D,S/D,Intersección,S/D,S/D,Diurna,S/D,S/D,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.64540379999999 -32.9636773),"['Entre Ríos', 'La Paz']",2,Entre Ríos; La Paz,-32.9636773,-60.64540379999999,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,872,2014-01-06,Lunes,0.0,22:50:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",Bv. Oroño Y Pte.Quintana,3,1,0,0,2,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,POINT (-60.6623862 -32.979811100000006),"['Bulevar Nicasio Oroño', 'Quintana']",2,"('Bulevar Nicasio Oroño', 'Presidente Quintana')",-32.979811100000006,-60.6623862,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,873,2014-01-13,Lunes,0.0,18:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Av. Eudoro Carrasco Y Gallo,3,2,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,Pavimento,II,S/D,S/D,Semáforo,Funciona,Recta,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Otro,"Horizontal,Vertical",Cordón divisorio,Sin restricción,POINT (-60.68684433333334 -32.88912166666666),"['Avenida Eudoro Carrasco', 'Gallo']",2,Avenida Eudoro Carrasco; Cangallo,-32.88912166666666,-60.68684433333334,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,874,2014-01-13,Lunes,0.0,23:00:00,,0.0,2,"Pickup/Utilitario,Automóvil",Bv. Rondeau Y Luis Vila,3,1,0,0,2,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,"Nocturna,Con luz artificial",Buen Tiempo,De alcance,S/D,Colisión,Otro,Vertical,Cordón divisorio,Sin restricción,POINT (-60.691285475 -32.89816437499999),"['Rondeau', 'Doctor Vila']",2,Bulevar General José Rondeau; Doctor Vila,-32.89816437499999,-60.691285475,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,876,2014-01-04,Sabado,0.0,10:30:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Gaboto 3100,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,De alcance,S/D,Colisión,Ninguna,Faltante,Ninguna,Sin restricción,"-32.9684243, -60.6720633",['Gaboto 3100'],1,Gaboto 3100,-32.9684243,-60.6720633,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,877,2014-01-06,Lunes,0.0,08:15:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Bv. Rondeau Y Av. Puccio,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,Diurna,Buen Tiempo,De alcance,S/D,Colisión,Otro,"Horizontal,Vertical",Cordón divisorio,Sin restricción,POINT (-60.69223824000001 -32.894806720000005),"['Rondeau', 'Puccio']",2,Bulevar General José Rondeau; Avenida José Nicolás Puccio,-32.894806720000005,-60.69223824000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,878,2014-01-04,Sabado,0.0,19:40:00,,0.0,2,"Automóvil,Moto/Ciclomotor",Estado de Israel Y Italia,3,2,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,S/D,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Ninguna,Faltante,S/D,Sin restricción,POINT (-60.6594658 -32.99215559999999),"['Estado de Israel', 'Italia']",2,Estado de Israel; Italia,-32.99215559999999,-60.6594658,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,879,2014-01-30,Jueves,0.0,12:30:00,,0.0,2,"Moto/Ciclomotor,Peatón",Entre Rios 2500,2,2,0,0,0,0,0,,Calle,,ROSARIO,Rosario,S/D,S/D,II,S/D,Urbana,S/D,S/D,S/D,S/D,S/D,Diurna,S/D,S/D,S/D,Atropello,S/D,S/D,S/D,S/D,"-32.9658493, -60.6460233",['Entre Rios 2500'],1,Entre Rios 2500,-32.9658493,-60.6460233,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,880,2014-01-09,Jueves,0.0,09:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Albert Sabin 1300,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,Diurna,Buen Tiempo,Frontal,S/D,Colisión,Otro,"Horizontal,Vertical",Cordón divisorio,Sin restricción,"-32.921679, -60.6868928",['Albert Sabin 1300'],1,Albert Sabin 1300,-32.921679,-60.6868928,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2014,882,2014-01-29,Miercoles,0.0,18:40:00,,0.0,2,"Moto/Ciclomotor,Automóvil",Bv. 27 De Febrero Y Rodriguez,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,S/D,S/D,II,S/D,Urbana,S/D,S/D,Intersección,S/D,S/D,Atardecer,S/D,S/D,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.664033700000005 -32.9639167),"['27 de Febrero', 'Rodríguez']",2,Bulevar 27 de Febrero; Rodríguez de Escobedo,-32.9639167,-60.664033700000005,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
