anio_acci,nro_acci,fecha,desc_dia,fecha_aprox,hora_aprox,desc_ruta,km,cant_participantes,desc_participante,calle_avenida_km,total,heridos_leves,heridos_graves,heridos_gravisimos,ilesos,fallecidos,sin_datos,posicion_XY,desc_tipo_via,desc_ruta_ori,desc_loc,desc_dpto,desc_tipo_calzada,desc_tipo_banquina,desc_unidad_regional,desc_lugar_calzada,desc_zona,desc_prioridad,desc_estado_semaforo,desc_lugar_via,desc_estado_via,desc_estado_visibilidad,desc_luminosidad,desc_estado_clima,desc_tipo_colision,desc_tipo_atropello,desc_tipo_hecho,desc_pres_calzada,desc_senializacion,desc_separacion_via,desc_restriccion,forma_geocod,calle_lista,numero_calles,calles_osm,lat,lon,index_right,gid,fna,gna,nam,in1,fdc,sag
2012,151,2012-01-09,Lunes,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,PJE. 1819,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Deteriorada,Buena,Con luz artificial,Otro,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,"-32.9283834, -60.7041512",['Pasaje 1819'],1,Pasaje 1819,-32.9283834,-60.7041512,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,152,2012-01-06,Viernes,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,SEGUI Y MATIENZO,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,Natural,II,Dentro,Urbana,Semáforo,Funciona,Intersección,Otro,Buena,Diurna,S/D,Frontal,S/D,Colisión,S/D,Vertical,Ninguna,Sin restricción,POINT (-60.693519525000006 -32.970552749999996),"['Bulevar Juan Francisco Seguí', 'Matienzo']",2,Bulevar Juan Francisco Seguí; Benjamín Matienzo,-32.97055275,-60.693519525000006,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,153,2012-01-03,Martes,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,SEGUI Y PCIAS UNIDAS,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,Pavimento,II,Dentro,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Atardecer,Otro,Lateral,S/D,Colisión,Otro,Vertical,Línea divisoria pintada,Sin restricción,POINT (-60.71134141428571 -32.971028042857135),"['Bulevar Juan Francisco Seguí', 'Avenida Provincias Unidas']",2,Bulevar Juan Francisco Seguí; Avenida Provincias Unidas,-32.971028042857135,-60.71134141428571,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,155,2012-01-03,Martes,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,SEGUI Y ROULLIN,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Semáforo,Funciona,Intersección,Deteriorada,Buena,Amanecer,S/D,Lateral,S/D,Colisión,Otro,Vertical,Línea divisoria pintada,Sin restricción,POINT (-60.701049250000004 -32.970761249999995),"['Bulevar Juan Francisco Seguí', 'Alfredo Rouillón']",2,Bulevar Juan Francisco Seguí; Alfredo Rouillón,-32.970761249999995,-60.70104925,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,157,2012-01-08,Domingo,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,CULLEN 3597,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,S/D,Ninguna,No existe,Recta,Deteriorada,Buena,Diurna,S/D,Otro,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,"-32.97071744693878, -60.707823302040815",['Cullen 3597'],1,Cullen 3597,-32.97071744693878,-60.707823302040815,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,158,2012-01-08,Domingo,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,27 DE FEBRERO Y C. ALDAO,1,1,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Deteriorada,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.6952232 -32.95878234999999),"['27 de Febrero', 'Aldao']",2,Bulevar 27 de Febrero; Camilo Aldao,-32.95878234999999,-60.6952232,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,159,2012-01-01,Domingo,0.0,00:00:00,,0.0,1,Moto/Ciclomotor, SEGUI Y C. ALDAO,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.69481865 -32.97059494999999),"['Bulevar Juan Francisco Seguí', 'Aldao']",2,Bulevar Juan Francisco Seguí; Camilo Aldao,-32.97059494999999,-60.69481865,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,160,2012-01-28,Sabado,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,SEGUI Y CALCHAGUI,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Deteriorada,Buena,Amanecer,Buen Tiempo,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.69814280000001 -32.9706173),"['Bulevar Juan Francisco Seguí', 'Calchaqui']",2,Bulevar Juan Francisco Seguí; Calchaqui,-32.9706173,-60.69814280000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,161,2012-01-28,Sabado,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,MATIENZO Y SEGUI,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Deteriorada,Buena,Amanecer,Buen Tiempo,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,Sin restricción,POINT (-60.693519525000006 -32.970552749999996),"['Matienzo', 'Bulevar Juan Francisco Seguí']",2,Benjamín Matienzo; Bulevar Juan Francisco Seguí,-32.97055275,-60.693519525000006,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,162,2012-01-27,Viernes,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,MATIENZO Y D. FUNES,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,S/D,No existe,Intersección,Deteriorada,Buena,Nocturna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,Ninguna,S/D,POINT (-60.69364360000001 -32.9669714),"['Matienzo', 'Deán Gregorio Funes']",2,Benjamín Matienzo; Deán Gregorio Funes,-32.9669714,-60.69364360000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,163,2012-01-27,Viernes,0.0,00:00:00,,0.0,1,Moto/Ciclomotor,GALVEZ 5239,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Nocturna,Otro,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,S/D,"-32.96005054489796, -60.69449883061225",['Galvez 5239'],1,Galvez 5239,-32.96005054489796,-60.69449883061225,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,164,2012-01-26,Jueves,0.0,00:00:00,,0.0,1,Automóvil,SEGUI Y C. ALDAO,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,S/D,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,S/D,POINT (-60.69481865 -32.97059494999999),"['Bulevar Juan Francisco Seguí', 'Aldao']",2,Bulevar Juan Francisco Seguí; Camilo Aldao,-32.97059494999999,-60.69481865,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,166,2012-01-08,Domingo,0.0,20:30:00,,0.0,2,"Peatón,Moto/Ciclomotor",Gaboto Y Rio De Janeiro,3,0,0,0,2,1,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Atropello,S/D,Faltante,"Ninguna,S/D",Sin restricción,POINT (-60.687293 -32.9658008),"['Gaboto', 'Río de Janeiro']",2,Gaboto; Río de Janeiro,-32.9658008,-60.687293,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,169,2012-01-07,Sabado,0.0,11:20:00,,0.0,2,"Moto/Ciclomotor,Automóvil",OV. LAGOS Y AMENABAR,3,2,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,Cordón divisorio,S/D,POINT (-60.66772746666666 -32.96808026666666),"['Avenida Ovidio Lagos', 'Amenabar']",2,Avenida Ovidio Lagos; José de Amenábar,-32.96808026666666,-60.66772746666666,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,172,2012-01-05,Jueves,0.0,19:00:00,,0.0,2,"Moto/Ciclomotor,Pickup/Utilitario",MOSCONI Y NAHUEL HUAPI,3,2,0,0,0,0,1,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,S/D,Ninguna,No existe,Intersección,Bueno,Buena,Nocturna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,Ninguna,S/D,POINT (-60.6860451 -32.98367189999998),"['Mosconi', 'Nahuel Huapi']",2,General Mosconi; Nahuel Huapi,-32.98367189999998,-60.6860451,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,175,2012-01-02,Lunes,0.0,10:00:00,,0.0,1,Moto/Ciclomotor,OV. LAGOS Y BV. SEGUI,1,1,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,Urbana,Ninguna,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Caída ocupante,S/D,Vertical,Cordón divisorio,S/D,POINT (-60.66940506666666 -32.974966166666654),"['Avenida Ovidio Lagos', 'Bulevar Juan Francisco Seguí']",2,Avenida Ovidio Lagos; Bulevar Juan Francisco Seguí,-32.974966166666654,-60.66940506666666,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,177,2012-01-02,Lunes,0.0,14:20:00,,0.0,2,"Moto/Ciclomotor,Automóvil",LAMADRID Y CONSTITUCION,2,0,1,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,S/D,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,Ninguna,S/D,POINT (-60.686459 -32.998250900000016),"['Lamadrid', 'Constitución']",2,Gregorio Aráoz de Lamadrid; Constitución,-32.998250900000016,-60.686459,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,179,2012-01-02,Lunes,0.0,14:45:00,,0.0,2,"Moto/Ciclomotor,Automóvil",RIO DE JANEIRO Y GABOTO,3,2,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,S/D,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,S/D,S/D,POINT (-60.687293 -32.9658008),"['Río de Janeiro', 'Gaboto']",2,Río de Janeiro; Gaboto,-32.9658008,-60.687293,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,180,2012-01-02,Lunes,0.0,19:30:00,,0.0,2,"Moto/Ciclomotor,Automóvil",24 DE SEPTIEMBRE E IRIONDO,3,2,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,S/D,S/D,Ninguna,No existe,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,Faltante,Ninguna,S/D,POINT (-60.67813749999999 -32.97461609999999),"['24 de Septiembre', 'Iriondo']",2,24 de Septiembre; Iriondo,-32.97461609999999,-60.67813749999999,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,182,2012-01-01,Domingo,0.0,03:00:00,,0.0,2,"Automóvil,Automóvil",SAN NICOLAS Y GARAY,6,6,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Con luz artificial,Buen Tiempo,Lateral,S/D,Colisión,S/D,Vertical,S/D,Sin restricción,POINT (-60.679402100000004 -32.9683899),"['San Nicolás', 'Garay']",2,San Nicolás; Juan de Garay,-32.9683899,-60.6794021,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,185,2012-01-01,Domingo,0.0,02:00:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",BV. SEGUI Y ALSINA,3,3,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Intersección,Bueno,Buena,Con luz artificial,Buen Tiempo,De alcance,S/D,Colisión,S/D,Vertical,Cordón divisorio,Sin restricción,POINT (-60.684628425 -32.97224145),"['Bulevar Juan Francisco Seguí', 'Alsina']",2,Bulevar Juan Francisco Seguí; Alsina,-32.97224145,-60.684628425,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,187,2012-01-07,Sabado,0.0,10:00:00,,0.0,2,"Peatón,Moto/Ciclomotor",BV. AVELLANEDA Y GABOTO,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,S/D,S/D,Intersección,Bueno,S/D,S/D,Buen Tiempo,S/D,S/D,Atropello,S/D,S/D,S/D,S/D,POINT (-60.685925600000004 -32.96604479999999),"['Avellaneda', 'Gaboto']",2,Bulevar Nicolás Avellaneda; Gaboto,-32.96604479999999,-60.6859256,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,196,2012-01-03,Martes,0.0,19:15:00,,0.0,2,"Moto/Ciclomotor,Automóvil",AV. PROVINCIAS UNIDAS Y FRENCH,3,1,0,0,2,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Nocturna,Buen Tiempo,Frontal,S/D,Colisión,S/D,Horizontal,Barrera de hormigón,Sin restricción,POINT (-60.7134078 -32.92179325),"['Avenida Provincias Unidas', 'French']",2,Avenida Provincias Unidas; Domingo French,-32.92179325,-60.7134078,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,197,2012-01-03,Martes,0.0,22:15:00,,0.0,2,"Automóvil,Moto/Ciclomotor",EVA PERON Y ECUADOR,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Nocturna,Buen Tiempo,Frontal,S/D,Colisión,S/D,Horizontal,Barrera de hormigón,Sin restricción,POINT (-60.71537175 -32.932577300000005),"['Avenida Eva Perón', 'Ecuador']",2,Avenida Eva Perón; Ecuador,-32.932577300000005,-60.71537175,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,198,2012-01-03,Martes,0.0,11:30:00,,0.0,2,"Automóvil,Automóvil",AV. EVA PERON Y SANCHEZ DE LORIA,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,Funciona,Recta,Bueno,Buena,Diurna,Buen Tiempo,Frontal,S/D,Colisión,S/D,Horizontal,Barrera de hormigón,S/D,POINT (-60.73211405 -32.9295609),"['Avenida Eva Perón', 'Sánchez de Loria']",2,Avenida Eva Perón; Sánchez de Loria,-32.9295609,-60.73211405,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,199,2012-01-04,Miercoles,0.0,05:30:00,,0.0,2,"Moto/Ciclomotor,Pickup/Utilitario",AV. PCIAS. UNIDAS Y GORRITI,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Amanecer,Buen Tiempo,Lateral,S/D,Colisión,S/D,Horizontal,Barrera de hormigón,Sin restricción,POINT (-60.71330590000001 -32.92438785),"['Avenida Provincias Unidas', 'Gorriti']",2,Avenida Provincias Unidas; Gorriti,-32.92438785,-60.71330590000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,200,2012-01-07,Sabado,0.0,18:30:00,,0.0,2,"Moto/Ciclomotor,Transporte de Pasajeros Urbano (> 8 asientos)",JUAN J. PASOS 8400,1,1,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,Funciona,Recta,Bueno,Buena,Atardecer,Buen Tiempo,Frontal,S/D,Colisión,S/D,Horizontal,Barrera de hormigón,Sin restricción,"-32.9209687, -60.744301",['Juan José Paso 8400'],1,Juan José Paso 8400,-32.9209687,-60.744301,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,201,2012-01-09,Lunes,0.0,14:30:00,,0.0,2,"Automóvil,Automóvil",DONADO Y BRASSEY,3,3,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Atardecer,Buen Tiempo,Frontal,S/D,Colisión,S/D,Horizontal,Barrera de hormigón,Sin restricción,POINT (-60.7276771 -32.92290909999999),"['Donado', 'Brassey']",2,José Agustín Donado; Brassey,-32.92290909999999,-60.7276771,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,203,2012-01-10,Martes,0.0,19:30:00,,0.0,2,"Moto/Ciclomotor,Transporte de Pasajeros (H/ 8 asientos)",AV. PCIAS. UNIDAS Y NAVARRO,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,Ninguna,S/D,Recta,Bueno,S/D,S/D,Buen Tiempo,Frontal,S/D,Colisión,S/D,Horizontal,Barrera de hormigón,Sin restricción,POINT (-60.713012649999996 -32.931526899999994),"['Avenida Provincias Unidas', 'Navarro']",2,Avenida Provincias Unidas; Navarro,-32.931526899999994,-60.71301265,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,208,2012-01-11,Miercoles,0.0,17:25:00,,0.0,2,"Peatón,Moto/Ciclomotor",FRENCH Y COLOMBIA,1,1,0,0,0,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,Dentro,Urbana,Ninguna,S/D,Recta,Bueno,S/D,S/D,Buen Tiempo,S/D,S/D,Atropello,S/D,Horizontal,Barrera de hormigón,Sin restricción,POINT (-60.716970399999994 -32.9218887),"['French', 'Colombia']",2,Domingo French; Colombia,-32.9218887,-60.7169704,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,213,2012-01-19,Jueves,0.0,23:15:00,,0.0,1,Automóvil,AV. EVA PERON AL 8700,1,1,0,0,0,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,No existe,Recta,Bueno,Buena,Nocturna,Buen Tiempo,Frontal,S/D,Colisión,Agua,Horizontal,Barrera de hormigón,Sin restricción,"-32.9262863, -60.7523686",['Eva Peron 8700'],1,Eva Peron 8700,-32.9262863,-60.7523686,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,214,2012-01-23,Lunes,0.0,13:10:00,,0.0,2,"Automóvil,Moto/Ciclomotor",AV. EVA PERON Y 25 DE MAYO,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,No existe,II,Dentro,Urbana,Ninguna,Funciona,Recta,Bueno,Buena,Diurna,Buen Tiempo,Frontal,S/D,Colisión,S/D,Horizontal,Barrera de hormigón,Sin restricción,POINT (-60.7231582311677 -32.931126055841574),"['Avenida Eva Perón', '25 de Mayo']",2,Avenida Eva Perón; Avenida de Circunvalación 25 de Mayo,-32.931126055841574,-60.7231582311677,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,217,2012-01-17,Martes,0.0,00:00:00,,0.0,2,"Peatón,Taxi/Remis",FRANCIA 3500,2,0,0,0,0,0,2,,Calle,,ROSARIO,Rosario,Ripio,No existe,II,Dentro,Urbana,Semáforo,No existe,Recta,Bueno,Buena,Diurna,Buen Tiempo,S/D,S/D,Atropello,S/D,S/D,S/D,S/D,"-32.9728687, -60.6736682",['Francia 3500'],1,Francia 3500,-32.9728687,-60.6736682,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,255,2012-01-03,Martes,0.0,15:00:00,,0.0,2,"Moto/Ciclomotor,Automóvil",ESPAÑA Y 25 DE MAYO,3,2,0,0,1,0,0,,S/D,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,S/D,Ninguna,S/D,Recta,Bueno,S/D,S/D,Buen Tiempo,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,S/D,POINT (-60.65680843645818 -33.016017846657775),"['España', '25 de Mayo']",2,España; Avenida de Circunvalación 25 de Mayo,-33.016017846657775,-60.65680843645818,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,257,2012-01-12,Jueves,0.0,19:30:00,,0.0,2,"Moto/Ciclomotor,Pickup/Utilitario",ESPAÑA Y CAÑA DE AMBAR,3,0,2,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,Ninguna,S/D,Recta,Bueno,S/D,S/D,Buen Tiempo,Lateral,S/D,Colisión,Otro,Faltante,Ninguna,S/D,POINT (-60.65684159999999 -33.0150738),"['España', 'Caña de Ambar']",2,España; Caña de Ambar,-33.0150738,-60.65684159999999,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,259,2012-01-23,Lunes,0.0,13:40:00,,0.0,2,"Moto/Ciclomotor,Automóvil",ALVEAR Y SANCHEZ DE BUSTAMANTE,3,2,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,Ninguna,S/D,Intersección,Bueno,S/D,S/D,Buen Tiempo,Lateral,S/D,Colisión,S/D,S/D,S/D,Sin restricción,POINT (-60.66622000000001 -33.002551600000004),"['Alvear', 'Sánchez de Bustamante']",2,Alvear; Sánchez de Bustamante,-33.002551600000004,-60.66622000000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,260,2012-01-23,Lunes,0.0,12:00:00,,0.0,1,Moto/Ciclomotor,BV. OROÑO Y LAMADRID,2,1,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,Semáforo,Funciona,Intersección,Bueno,Buena,Diurna,Buen Tiempo,Lateral,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.66524270000001 -32.9976152),"['Bulevar Nicasio Oroño', 'Lamadrid']",2,Bulevar Nicasio Oroño; Gregorio Aráoz de Lamadrid,-32.9976152,-60.66524270000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,261,2012-01-19,Jueves,0.0,12:50:00,,0.0,2,"Automóvil,Taxi/Remis",BV. OROÑO Y LAMADRID,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,Semáforo,S/D,Intersección,Bueno,S/D,S/D,Buen Tiempo,De alcance,S/D,Colisión,S/D,S/D,S/D,Sin restricción,POINT (-60.66524270000001 -32.9976152),"['Bulevar Nicasio Oroño', 'Lamadrid']",2,Bulevar Nicasio Oroño; Gregorio Aráoz de Lamadrid,-32.9976152,-60.66524270000001,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,264,2012-01-16,Lunes,0.0,15:44:00,,0.0,1,Automóvil,BV. OROÑO Y OMBU,4,3,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,Pavimento,II,S/D,Urbana,Semáforo,Funciona,Recta,Bueno,Buena,Diurna,Buen Tiempo,Otro,S/D,Colisión,S/D,S/D,S/D,S/D,POINT (-60.6650605 -33.0064775),"['Bulevar Nicasio Oroño', 'Ombú']",2,Bulevar Nicasio Oroño; Ombú,-33.0064775,-60.6650605,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,265,2012-01-15,Domingo,0.0,18:40:00,,0.0,2,"Moto/Ciclomotor,Moto/Ciclomotor",MORENO Y PJE. 507,2,1,0,0,1,0,0,,Calle,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,Ninguna,S/D,Intersección,Bueno,S/D,S/D,S/D,S/D,S/D,Colisión,S/D,Faltante,S/D,Sin restricción,POINT (-60.661500800000006 -33.011269099999986),"['Moreno', 'Pasaje 507']",2,Mariano Moreno; Pasaje 507,-33.011269099999986,-60.661500800000006,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
2012,267,2012-01-14,Sabado,0.0,15:00:00,,0.0,2,"Bicicleta,Pickup/Utilitario",AV. ARIJON Y DORREGO,3,2,0,0,1,0,0,,Avenida,,ROSARIO,Rosario,Asfalto,S/D,II,S/D,Urbana,S/D,S/D,Intersección,Bueno,S/D,S/D,Buen Tiempo,De alcance,S/D,Colisión,S/D,S/D,S/D,Sin restricción,POINT (-60.660499800000004 -33.003405999999984),"['Avenida Manuel Arijón', 'Dorrego']",2,Avenida Manuel Arijón; Manuel Dorrego,-33.003405999999984,-60.6604998,55.0,538.0,Municipio Rosario,Municipio,Rosario,820210,Servicio de Catastro e Información Territorial,IGN
